16,0.01,0.000218999994103797
16,0.02,1.20000004244503e-05
16,0.03,1.29999998534913e-05
16,0.04,1.29999998534913e-05
16,0.05,1.20000004244503e-05
16,0.1,1.20000004244503e-05
16,0.15,1.20000004244503e-05
16,0.2,1.29999998534913e-05
16,0.25,1.20000004244503e-05
16,0.3,1.20000004244503e-05
16,0.35,1.10000000859145e-05
16,0.4,1.20000004244503e-05
16,0.45,1.20000004244503e-05
16,0.5,1.10000000859145e-05
32,0.01,1.20000004244503e-05
32,0.02,1.20000004244503e-05
32,0.03,1.20000004244503e-05
32,0.04,1.20000004244503e-05
32,0.05,1.20000004244503e-05
32,0.1,1.20000004244503e-05
32,0.15,1.20000004244503e-05
32,0.2,1.20000004244503e-05
32,0.25,1.20000004244503e-05
32,0.3,1.20000004244503e-05
32,0.35,1.20000004244503e-05
32,0.4,1.20000004244503e-05
32,0.45,1.20000004244503e-05
32,0.5,1.29999998534913e-05
64,0.01,1.20000004244503e-05
64,0.02,1.20000004244503e-05
64,0.03,1.20000004244503e-05
64,0.04,1.20000004244503e-05
64,0.05,1.29999998534913e-05
64,0.1,1.20000004244503e-05
64,0.15,1.20000004244503e-05
64,0.2,1.20000004244503e-05
64,0.25,1.10000000859145e-05
64,0.3,1.20000004244503e-05
64,0.35,1.29999998534913e-05
64,0.4,1.20000004244503e-05
64,0.45,1.20000004244503e-05
64,0.5,1.20000004244503e-05
128,0.01,1.29999998534913e-05
128,0.02,1.20000004244503e-05
128,0.03,1.29999998534913e-05
128,0.04,1.20000004244503e-05
128,0.05,1.20000004244503e-05
128,0.1,1.29999998534913e-05
128,0.15,1.20000004244503e-05
128,0.2,1.29999998534913e-05
128,0.25,1.20000004244503e-05
128,0.3,1.29999998534913e-05
128,0.35,1.40000001920271e-05
128,0.4,1.29999998534913e-05
128,0.45,1.29999998534913e-05
128,0.5,1.29999998534913e-05
256,0.01,1.29999998534913e-05
256,0.02,1.20000004244503e-05
256,0.03,1.20000004244503e-05
256,0.04,1.29999998534913e-05
256,0.05,1.20000004244503e-05
256,0.1,1.29999998534913e-05
256,0.15,1.29999998534913e-05
256,0.2,1.20000004244503e-05
256,0.25,1.29999998534913e-05
256,0.3,1.29999998534913e-05
256,0.35,1.20000004244503e-05
256,0.4,1.29999998534913e-05
256,0.45,1.20000004244503e-05
256,0.5,1.20000004244503e-05
512,0.01,1.29999998534913e-05
512,0.02,1.20000004244503e-05
512,0.03,1.29999998534913e-05
512,0.04,1.29999998534913e-05
512,0.05,1.29999998534913e-05
512,0.1,1.29999998534913e-05
512,0.15,1.29999998534913e-05
512,0.2,1.29999998534913e-05
512,0.25,1.29999998534913e-05
512,0.3,1.29999998534913e-05
512,0.35,1.20000004244503e-05
512,0.4,1.29999998534913e-05
512,0.45,1.29999998534913e-05
512,0.5,1.29999998534913e-05
1024,0.01,1.20000004244503e-05
1024,0.02,1.29999998534913e-05
1024,0.03,1.29999998534913e-05
1024,0.04,1.20000004244503e-05
1024,0.05,1.29999998534913e-05
1024,0.1,1.29999998534913e-05
1024,0.15,1.40000001920271e-05
1024,0.2,1.29999998534913e-05
1024,0.25,1.29999998534913e-05
1024,0.3,1.29999998534913e-05
1024,0.35,1.29999998534913e-05
1024,0.4,1.49999996210681e-05
1024,0.45,1.40000001920271e-05
1024,0.5,1.40000001920271e-05
2048,0.01,1.40000001920271e-05
2048,0.02,1.29999998534913e-05
2048,0.03,1.40000001920271e-05
2048,0.04,1.49999996210681e-05
2048,0.05,1.49999996210681e-05
2048,0.1,1.59999999596039e-05
2048,0.15,1.80000006366754e-05
2048,0.2,1.59999999596039e-05
2048,0.25,1.59999999596039e-05
2048,0.3,1.59999999596039e-05
2048,0.35,1.70000002981396e-05
2048,0.4,1.70000002981396e-05
2048,0.45,1.59999999596039e-05
2048,0.5,1.59999999596039e-05
4096,0.01,1.70000002981396e-05
4096,0.02,1.59999999596039e-05
4096,0.03,1.70000002981396e-05
4096,0.04,1.70000002981396e-05
4096,0.05,1.59999999596039e-05
4096,0.1,1.59999999596039e-05
4096,0.15,1.59999999596039e-05
4096,0.2,1.70000002981396e-05
4096,0.25,1.59999999596039e-05
4096,0.3,1.70000002981396e-05
4096,0.35,1.49999996210681e-05
4096,0.4,1.49999996210681e-05
4096,0.45,1.59999999596039e-05
4096,0.5,1.70000002981396e-05
8192,0.01,1.59999999596039e-05
8192,0.02,1.70000002981396e-05
8192,0.03,1.80000006366754e-05
8192,0.04,1.59999999596039e-05
8192,0.05,1.70000002981396e-05
8192,0.1,1.59999999596039e-05
8192,0.15,1.70000002981396e-05
8192,0.2,1.70000002981396e-05
8192,0.25,1.59999999596039e-05
8192,0.3,1.80000006366754e-05
8192,0.35,1.59999999596039e-05
8192,0.4,2.40000008489005e-05
8192,0.45,2.2000000171829e-05
8192,0.5,2.09999998332933e-05
16384,0.01,1.70000002981396e-05
16384,0.02,2.30000005103648e-05
16384,0.03,2.30000005103648e-05
16384,0.04,2.30000005103648e-05
16384,0.05,2.2000000171829e-05
16384,0.1,1.80000006366754e-05
16384,0.15,1.59999999596039e-05
16384,0.2,1.59999999596039e-05
16384,0.25,1.70000002981396e-05
16384,0.3,1.70000002981396e-05
16384,0.35,1.70000002981396e-05
16384,0.4,1.80000006366754e-05
16384,0.45,1.70000002981396e-05
16384,0.5,1.59999999596039e-05
